Ticker,Name,EPS:2015:Q1,EPS:2015:Q2,EPS:2015:Q3,EPS:2015:Q4,EPS:2016:Q1,EPS:2016:Q2,EPS:2016:Q3,EPS:2016:Q4,EPS:2017:Q1,EPS:2017:Q2,EPS:2017:Q3,EPS:2017:Q4,EPS:2018:Q1,EPS:2018:Q2,EPS:2018:Q3,EPS:2018:Q4,P/E:2015:Q1,P/E:2015:Q2,P/E:2015:Q3,P/E:2015:Q4,P/E:2016:Q1,P/E:2016:Q2,P/E:2016:Q3,P/E:2016:Q4,P/E:2017:Q1,P/E:2017:Q2,P/E:2017:Q3,P/E:2017:Q4,P/E:2018:Q1,P/E:2018:Q2,P/E:2018:Q3,P/E:2018:Q4,ROIC:2015:Q1,ROIC:2015:Q2,ROIC:2015:Q3,ROIC:2015:Q4,ROIC:2016:Q1,ROIC:2016:Q2,ROIC:2016:Q3,ROIC:2016:Q4,ROIC:2017:Q1,ROIC:2017:Q2,ROIC:2017:Q3,ROIC:2017:Q4,ROIC:2018:Q1,ROIC:2018:Q2,ROIC:2018:Q3,ROIC:2018:Q4,ROE:2015:Q1,ROE:2015:Q2,ROE:2015:Q3,ROE:2015:Q4,ROE:2016:Q1,ROE:2016:Q2,ROE:2016:Q3,ROE:2016:Q4,ROE:2017:Q1,ROE:2017:Q2,ROE:2017:Q3,ROE:2017:Q4,ROE:2018:Q1,ROE:2018:Q2,ROE:2018:Q3,ROE:2018:Q4,FCF:2015,FCF:2016,FCF:2017,FCF:2018,GICS Sector,GICS Ind,GICS Ind Grp,Total Liab To Total Liab & Equity:2015,Total Liab To Total Liab & Equity:2016,Total Liab To Total Liab & Equity:2017,Total Liab To Total Liab & Equity:2018,Market Cap:2015,Market Cap:2016,Market Cap:2017,Market Cap:2018
KDMN US Equity,KADMON HOLDINGS INC, , , , ,-26,-4.42,-4.24,-0.5,-0.39,-0.44,-0.42,-0.24,-0.27,0.25,-0.13,-0.37, , , , , , , , , , , , , , , , , , , , , , , ,-6009.4146, , ,-438.3844,-354.4854,-281.7684,-81.962,-40.6088,-104.174, , , , , , , , , , , , , , , , ,-19977000,-17116000,-15937000,-12676000,35,352020,3520,55.3148,78.2742,78.2032,74.5663,186601568,100423912,120362432,110346088
KALV US Equity,KALVISTA PHARMACEUTICALS INC,-103.32,-5.18,-2.66,-3.1688,-3.5,-3.92,-1.26, , , ,-0.9982,-0.43,-0.51,-0.5,-0.49,-0.06, , , , , , , , , , , , , , , , , , ,-64.0856,-80.0052,-99.0441,-48.433,-46.5041, , , , , , , ,-63.5715, , , , , , ,-51.6086,-49.6872, ,157.6671,156.8686,116.7437,97.0202, , ,-61.0246, ,23268000,13960000,12490000,16161000,40,402030,4020,114.7696,113.7756,118.24,211.7866,34106092,57511376,35627592,22006276
KGNR US Equity,KANGE CORP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.0727,10.7045,10.1288,11.7147, , , , ,79405000,78195000,85661000,140560000,35,352030,3520,57.982,37.6257,47.0368,39.0761, ,1466709248,1474435200,1887796608
KRNY US Equity,KEARNY FINANCIAL CORP/MD,0.029,0.0217,0.0435,-0.04,0.03,0.04,0.05,0.05,0.05,0.06,0.05,0.05,0.07,0.02,0.07,0.08,82.7724,97.4873,81.7083,257.6165,259.2612,202.6932,168.6606,74.0444,71.6316,74.0476,71.6667,70.7143,66.7391,59.7495,48.8654,40.0008,1.4166,1.4722,1.6112,0.8851,0.9653,1.1946,1.224,1.4872,1.4517,1.3985,1.3119,1.3283,1.3324,1.0792,1.0342,1.0246,2.19,2.027,2.4398,0.6774,0.6864,0.8809,0.9154, , , ,10.9132,11.8402,1.7966,1.4233,1.5617,1.685,598000,566000,185000,1070000,40,401010,4010,80.2587,83.8806,85.3694,86.0428,42594208,46707320,52014860,46211512
KMPH US Equity,KEMPHARM INC,-2.5,-2.45,-0.68,-0.64,-0.2,0.6692,-0.92,-0.6783,-1.11,-0.44,-0.68,-0.72,-1.77,-0.65,-0.94,-0.2026, , , , , , , , , , , , , , , , , , , ,-1193.6791,-97.4843,-41.2413,-56.5887,-70.815,-50.8243,-55.082,-61.1889,-67.449,-120.9601,-162.7437,-280.8181,-217.3911, , , , , ,-638.1981, , , , , , , , , , , , , , , , , , , , , , , , , 
KTDR US Equity,KETDARINA CORP,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-527.3868,-857.9247, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-26141000,-37208000, ,35,352010,3520, ,52.9374,75.6675, , ,321961056,313541024, 
KXS CN Equity,KINAXIS INC,0.1,0.22,0.16,0.05,0.14,0.13,0.1,0.07,0.13,0.22,0.24,0.22,0.18,0.17,0.1,0.11, ,53.1008,65.4909,67.8623,62.7428,86.8962,127.3729,110.8426,135.9862,126.8382,93.7072,79.6099,78.3013,87.4363,117.2932,89.575,22.0227,25.4143,25.2867,24.5192,23.0088,17.4838,13.6186,13.4607,12.1723,13.2166,15.5515,17.7945,14.6032,12.7931,10.1449,7.9398, ,21.6755,22.3123,22.5907,22.4192,17.3299,14.1195, , , , , ,16.8766,14.6315,11.5131,9.3114, , ,482089984,578628992,60,601010,6010,22.2576,41.0075,41.3808,46.6228, ,1455325056,2066641536,1872763904
KNSL US Equity,KINSALE CAPITAL GROUP INC,0.3267, , , ,0.3361,0.374,0.3864,0.3277,0.3,0.41,0.2,0.28,0.35,0.48,0.57,0.21, , , , , , , ,24.1938,23.2657,26.5689,35.4402,36.1887,39.8396,40.6549,39.0111,31.9037, , , , , , , , , , ,22.6907,14.7793,15.6278,16.4874,16.3979,15.9522, , , , , , , , ,-118.0178,-182.5916, , ,11.3547,11.6137,14.403,13.4563,304216992,380127008,449955008,395780000,25,255040,2550,207.67,184.877,179.0834,165.6241,5309717504,4556112896,3781163264,4753543680
KMWE US Equity,KM WEDDING EVENTS MANAGEMENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-46.4238,-47.0474, , , , ,67513000,23472000,64274000,89860000,40,401010,4010,91.9213,90.0484,89.8125,89.2061, ,560193024,621084160,530615168
KRNT US Equity,KORNIT DIGITAL LTD,-0.02,0.02,0.07,0.07,-0.01,0,0.01,0.0266,-0.05,0.01,0,-0.01,0.02,0.05,0.09,0.2, , , ,77.1429,66.3333,75.0769,134,475.5818, , , , ,645,296.6667,146,52, , , ,3.6874,7.6963,3.6941,2.0811,0.7048,-0.3691,-0.2761,2.6945,1.6031,2.4865,3.4288,2.5341,6.9265, , , ,7.9026,7.7705,3.9179,2.067, , , , ,-21.4278,0.1941,1.213,3.2362,7.5365,-29700000,58900000,70600000,93000000,20,201060,2010,74.0081,74.7445,71.9873,69.5931,841881472,1275662464,1333003776,837699712
KURA US Equity,KURA ONCOLOGY INC,-1.41,-0.54,-0.57,-0.42,-0.36,-0.36,-0.37,-0.38,-0.39,-0.4,-0.38,-0.37,-0.46,-0.45,-0.4,-0.42, , , , , , , , , , , , , , , , , , , ,-57.7125,-41.1528,-44.1972,-50.3238,-38.3923,-43.0996,-46.6728,-38.7233,-47.4348,-45.5332,-59.1979,-40.9642,-48.833, , , , ,-39.6527,-45.6067,-52.6111, ,-37.3704,-48.0992,-43.2714, ,-48.5658,-63.3503,-41.7716,-50.1947, , , , , , , , , , , , , , , 
LADR US Equity,LADDER CAPITAL CORP-REIT,0.18,0.68,0.06,0.5,-0.09,0.05,0.44,0.6432,0.18,0.28,0.28,0.5263,0.53,0.4,0.69,0.2412,26.5948,15.1396,15.4644,9,8.2586,11.5678,11.5634,19.4634,24.2492,21.0579,18.7074,13.5733,11.6045,11.1553,9.2813,8.3712,2.1986,3.1275,1.9594,2.565,2.0615,0.9053,1.6709,2.0271,2.5404,2.8726,2.4607,2.5335,3.2421,3.3509,4.2816,3.9183,2.7642,4.1922,3.4222,4.927,3.9458,1.8487,3.4665, , , , , ,12.2323,13.1369,16.3676,13.4333,10664000,10409000,14023000,11914000,45,451030,4510,93.8601,55.4186,60.0725,71.626, ,527528864,1251645696,2088585856
LMRK US Equity,LANDMARK INFRASTRUCTURE PART,-0.6148,0.1202,-0.0312,0.2017,-0.03,-0.0301,0.0369,0.3377,0.09,0.05,0.08,0.3065,0.21,0.12,4.06,-0.21, , ,20.9932,20.8695,21.0135,24.4889,31.8243,32.2546,38.4721,39.6465,53.8459,39.2276,36.9485,33.1518,32.9636,55.0172, , ,2.5145,2.3081,5.8746,6.8835,5.3793,4.2721,4.8242,4.961,4.8621,5.0982,5.2785,5.5798,6.0307,5.1444, , ,-5.6564,0.4799,2.8227,1.3027,1.9577, , , , , ,8.7463,10.5027,58.9015,53.9778,-24269420,-25687674,3092864,-41941756,35,352010,3520,33.008,20.2799,28.3623,35.1248,150057344,411532032,234433520,262441920
LNTH US Equity,LANTHEUS HOLDINGS INC,0.0071,-1.29,0.18,0.13,0.34,0.24,0.14,0.13,0.11,0.37,0.23,2.58,0.22,0.25,0.24,0.35, , , , , ,4.3069,10.1234,10.1509,16.014,19.835,18.4327,21.8557,15.8811,16.1482,15.645,14.1642,-18.0029,-24.8107,-21.3202,-16.1223,18.8894,30.1742,30.9993,31.3612,26.7833,27.1455,26.7496,57.9655,57.5689,53.0606,51.1035,16.4677, , , , , , , , ,-111.8941,-214.5925, , , , , ,85.9406,-32842,-114276,-330963,-221998,10,101020,1010,45.8995,258.4504,5609.5547,8907.2959, , ,341209504,6410580
LEAI US Equity,LEGACY EDUCATION ALLIANCE IN,-0.03,-0.05,-0.04,-0.0066,0.03,0.05,0.05,0.0515,-0.01,0.09,0.06,0.076,-0.04,-0.1,-0.05, , , , , , ,11.0874,2.1595,2.4944,2.8822,1.9005,2.2425,2.3604,2.4228, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-7021000,-15005000,-28413000, ,35,352010,3520,19.3148,39.1963,26.6211, ,7955319.5,4177057.5,235384304,93443688
LGYV US Equity,LEGACY VENTURES INTERNATIO-B,-1.7429,-0.0429,-0.0714,-0.6349,-28.1,-23.6,-19.3,-36.273,1.8,-6.87,-0.07,-22.0302, , , , , , , , , , , , , , , , , , , , , , , , , , ,-348.9767, ,-419.6603,-282.8412,-200.2894, , , , , , , , , , , , , ,-65.5279,-62.4706,-53.0212, , , , , ,-52265000,-14659000,-3418000,12201000,45,451030,4510,57.7076,73.3407,67.712,74.2774,293587712,333997632,379095392,487488032
LEJU US Equity,LEJU HOLDINGS LTD-ADR,-0.04,0.09,0.12,0.09,-0.08,0.07,0.13,-0.19,-0.21,-0.64,-0.17,-0.16,-0.15,-0.01,0.05,0.01,18.0909,20.3659,16.4412,22,23.6818,23.25,25.4286, , , , , , , , , ,16.248,12.3942,9.6454,6.3557,6.2009,5.3066,5.3558,-2.522,-7.0243,-31.5626,-41.6151,-42.2184,-49.0001,-25.6466,-14.067,-5.2857,18.9306,14.2955,11.4708,8.4163,7.3909,6.6279,6.6385, , , , , ,-49.0952,-24.904,-14.2192,-5.3454,138306000,228704000,227536000,383968992,40,402030,4020,52.2824,58.0092,50.755,59.3435,1502838656,1752606336,2588340992,1928660864
LC US Equity,LENDINGCLUB CORP,-0.02,-0.01,0,0.01,0.01,-0.21,-0.09,-0.08,-0.07,-0.06,-0.02,-0.22,-0.07,-0.14,-0.05,-0.03, , , , ,715.5789, , , , , , , , , , , ,-6.0841,-4.7524,-3.2149,-0.5011,0.5388,-7.2279,-10.9559,-14.5899,-17.6611,-12.5803,-9.5341,-16.1852,-16.4638,-20.53,-19.0347,-11.5339, , , ,-0.4958,0.5428,-7.2279,-10.9559, , , , , ,-16.4781,-20.6331,-22.2551,-14.3225, ,-3786375,-7352000,-12620000,35,352010,3520,2751.0234,8.7389,12.1388,27.1279, ,27735862,39932544,29669810
LCLP US Equity,LIFE CLIPS INC, ,0,-0.0018, ,-0.0024,-0.093,0,-0.33,0.06,-0.0067,0.01,0.0044,-0.0045,-0.0034,-0.0009, , , , , , , , , , , , ,0.0174,0.0042,0.002,0.0013, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
LFER US Equity,LIFE ON EARTH INC,-0.01,-0.01,0,0, , , , ,-0.07,-0.06,-0.04,-0.0244,-0.03,-0.02,-0.02,-0.0455, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-508.7744,-265.4012,-501.6212,-276.4469, , , , , , , , , , , , , , , , ,274842144,1403633152,2669256448,3084875008,50,502030,5020,13.6069,17.6318,20.2932,41.8795,19941584896,24805517312,31731388416,33806342144
LOB US Equity,LIVE OAK BANCSHARES INC,0.28,0.14,0.09,0.17,0.14,0,0.1,0.16,0.18,0.28,0.34,1.8,0.31,0.36,0.36,0.26, , , ,25.0605,29.3953,37.1316,36.9744,53.8798,54.6958,36.1025,25.864,10.9181,12.0766,12.9462,11.0745,11.4909, , , ,13.0852,10.7792,10.214,9.6684,10.7934,10.5629,12.5424,13.0092,30.5875,31.1679,30.4896,26.7921,13.7763, , , ,14.1608,11.3219,8.6452,6.8626, , , , , ,31.6551,31.7714,26.7724,11.0582,-397108000,-162114000,-181040000,-51515000,10,101020,1010,50.999,53.5636,53.221,52.0504,405267168,701516736,630576832,317661152
LVWL CN Equity,LIVEWELL CANADA INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
LOLI US Equity,LOLLIPOP CORP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-11.1192,-12.5966,-6.9956, , , , , , , , , , , , , , , , , , , 
EVARF US Equity,LOMBARD MEDICAL INC,-0.59,-0.506,-0.452,-0.584,-0.38,-0.42,-0.37,-0.37, , , , , , , , , , , , , , , , , , , , , , , , , ,-46.5504,-46.3522, , , , ,-44.7839, , , , , , , , , ,-52.1901,-54.5869,-70.0411,-80.216,-97.5786,-97.1601, , ,126.0863,100.0741,46.2544, , , , ,-8349111,-7905080,-8597180,-6130332,25,255020,2550,57.8935,100.1712,317.4965,3563.5557,1255801600,339231520,179579296,55232924
LBCC US Equity,LONG BLOCKCHAIN CORP, ,-0.21,-0.21,-0.25,-0.3,-0.42,-0.75,-0.28,-0.43,-0.5,-0.43,-0.3683,-0.21,-0.14, , , , , , , , , , , , , , , , , , , , , ,-198.7295,-243.5458,-447.2136,-308.1673,-196.2523,-279.5403,-651.3251,-456.7479,-400.1559,-192.4881,-189.7894, , , , , , , , ,-397.1332, , , , , ,-252.4602,-244.1929, , , , , , , , , , , , , , , , , 
LNGB US Equity,LONGBAU GROUP INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-2304639,-1361241,-415569,5784225,35,351030,3510,44.1766,75.0498,20.6664,18.3797,12292816,7287376,30094842,44953080
LOVV US Equity,LOVE INTERNATIONAL GROUP INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-5.9941,-6.7984, , , , , ,4056175,-1715588, ,15,151030,1510, ,86.5389,95.3597, , ,862400000, , 
LBAO US Equity,LUBOA GROUP INC,0,0,0,0,0,-0.0011,-0.01,0,-0.01,-0.01,-0.01,0,0,0,0,-0.0012, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
LWEL US Equity,LUCKWEL PHARMACEUTICALS INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-33546000,-21939000,-11355000,-68188000,35,352020,3520,19.4776,27.7806,18.4337,9.0082,396599264,407005536,1507718528,1968518016
LVYN US Equity,LVYUAN GREEN BUILDING MATERI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47.069,37.436, , , , , , ,-18215000,-117859000,35,352010,3520, , ,9.9861,68.3218, , ,707637376,1297424384
MBVXQ US Equity,MABVAX THERAPEUTICS HOLDINGS,-138.75,-6.438,-4.44,-4.44,-3.33,-2.664,-2.58,-2.4279,-2.55,-4.41,-1.62,0.3581,-0.42,-0.44,0.04, , , , , , , , , , , , , , , , , ,-195.3424,-219.3202,-215.6885,-272.9134,-226.8027,-191.0488,-163.1819,-223.3584,-281.2357,-382.4457,-207.8684,-299.4947,-459.321,-435.0439,-221.7788, ,-653.9479, , , ,-297.3089,-253.4787,-216.6227, , , , , , , , , , , , , ,15,151040,1510, , , , , , , , 
MGGI US Equity,MAGICSTEM GROUP CORP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1.0975,-1.0581,-1.2115,-1.5216, , , , ,-82244000,-86414000,-94784000,-40178000,35,351030,3510,14.7847,39.8598,56.967,99.0113, ,1205229312,330569984,59585152
MDNL US Equity,MAIDEN LANE JEWELRY LTD,-0.01,0.01,0,0,-0.01,-0.03, , , , , , , , , , , , , , , , , , , , , , , , , , ,-24.4986,-14.6896,-25.7907,-8.5163,-6.8127,-17.5594, , , , , , , , , , ,-68.2396,-46.6771,-28.8638,-6.1264,-15.6249,-83.5163, , ,-33.564,-316.6547, , , , , , ,-27546000,-45153000,-83595000,-76483000,35,352010,3520,2.9587,7.5837,12.6162,19.7549,1409131520,468948128,354808224,91741768
CQCQ US Equity,MAKINGORG INC,0,0,0,0,0,0,0,-0.0012,0,0,0,-0.0005,-0.001,-0.001,-0.001, , , , , , , , , , , , , , , , , , , , , , , ,-58.408,-228.9212, , ,-250.2752,-374.0469, , , , , , , , , , , , , , , , , , , , ,-45684000,-97038000,-107692000, ,35,352010,3520,30.3404,49.4608,88.1568,88.0069,543736832,616707136,485819584,866678656
MBUU US Equity,MALIBU BOATS INC - A,0.09,0.21,0.28,0.35,0.2,0.28,0.32,0.21,0.21,0.39,0.45,0.54,0.31,-0.31,0.76,0.61,20.5098,19.1262,17.9688,18.6596,12.5534,14.7225,13.8322,10.1014,12.217,14.6337,15.7099,13.2108,14.6481,10.3294,11.2108,16.0499,-8.056,-3.7024,21.7651, ,83973.2891,151.4995, , , , , , ,75.4187,32.2889,36.46,45.5861, , ,-7.401, , , ,116.3895, , , , , ,47.1079,26.1441,30.8748,30.0905,-2196,-168241,-357199, , , , ,100.0331,170.9786,68.6469, ,20966000, , , 
TUSK US Equity,MAMMOTH ENERGY SERVICES INC, , , , , , ,-0.1,-1.61,-0.13,-0.03,-0.02,1.48,1.24,0.95,1.55,1.52, , , , , , , , , , , ,30.7659,16.1383,11.2488,6.2498,3.3204, , , , , , , , , ,-15.1119,-14.2795,10.4888,23.7341,26.4594,32.9163,29.6572, , , , , , , , , , , , ,26.5228,30.6469,41.2637,37.3999,-124902000,-469262016,-282575008,-336572000,60,601010,6010,53.046,48.2547,43.9066,48.6199,394259808,951445696,1370767360,1499065088
MAP CN Equity,MAPLE PEAK INVESTMENTS INC,0,-0.01,0,0,0,0,0, ,0,0,0,0.0008,0,0,0,-0.005, , , , , , , , , , , ,394.2181,459.9211, ,394.2181, , , , , ,-11.9701,0.1895,-0.0993, , , , , ,-3.1436,-3.9828,-5.1422,-5.8311, , , , ,-10.8195,0.2285,-0.2311, , ,-349.6187,-398.8064, ,-2.716,-3.5032,-4.5773,-6.6053, ,-1218732,-1199347,-2136977,35,351010,3510, ,21.1041,27.4984,34.2814, ,369000000,512500000,307925792
MRNS US Equity,MARINUS PHARMACEUTICALS INC,-0.5,-0.37,-0.35,-0.4449,-0.37,-0.46,-0.33,-0.3083,-0.26,-0.21,-0.15,-0.2066,-0.15,-0.24,-0.27,-0.2385, , , , , , , , , , , , , , , , ,-65.1799,-82.5321,-51.9348,-47.9862,-55.3294,-74.5309,-90.8239,-70.0738,-74.6132,-75.2596,-42.3246,-44.83,-51.2843,-76.2624,-65.2343,-58.7081, , ,-59.6716,-56.4292,-66.5604,-92.3732,-115.5126, ,-83.1706,-127.7795,-86.4044,-79.1034,-53.7742,-79.6327,-64.4936,-58.1416, ,-74196000,-55758000, ,35,352020,3520, ,101.9316,92.6504,92.9551, ,93956824,295768960,81965896
MACR US Equity,MASCOTA RESOURCES CORP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-96073,-296732,-68788,-31444, , , ,157.0762,80.5785,56.0218,120.9462, ,7048000,4455000, 
MSRT US Equity,MASSROOTS,-0.01,-0.03,-0.05,-0.0928,-0.06,-0.04,-0.07,-0.1484,-0.09,-0.13,-0.07,-0.162,-0.04,-0.02,-0.03, , , , , , , , , , , , , , , , , , ,-407.6032,-10765.3301, , ,-2479.1538, , ,-860.7579,-2598.9014,-4422.4888, ,-1656.6545, , , , ,-635.6874, , , , , , , , , , , , , , ,-105438000,-61871000,-18600000,-13925000,35,351010,3510,19.4349,42.1635,45.1231,46.9932,1899972608,2098919424,2053081216,1176948864
MCFT US Equity,MASTERCRAFT BOAT HOLDINGS IN, , , ,0.23,-0.08,0.1,0.26,0.26,0.38,0.22,0.12,0.34,0.38,0.43,0.62,0.71, , , , , , ,22.9005,18.6411,10.7498,12.3362,13.6659,13.3147,13.8141,12.8168,12.2953,13.0448, , , ,30.7569, ,14.2678,22.8387,29.4323,36.2239,36.4289,31.1196,46.7778,41.7855,29.2102,39.506,47.592, , , , , , , , , , , ,14.456, ,156.79,148.0826,123.3701,-2205000,-716000,48000, , , , ,84.1401,85.8852,87.9003, ,9055800,9578250,13886948, 
MTCH US Equity,MATCH GROUP INC,0.01,0.0088,0.0131,0.221,0.03,0.14,0.22,0.29,0.08,0.2,1.08,-0.03,0.36,0.48,0.47,0.42, , , ,39.7394,29.1524,29.5722,25.7558,26.8813,24.262,27.3734,16.3339,21.1799,25.8422,18.7185,40.2698,28.1695, , , ,11.1071, , ,14.3555,14.3238,15.4959,16.2207,31.9215,24.8586,28.8781,31.2032,23.2061,32.9521, , , ,22.3263, , ,18.9225, , , ,-54.5391,-65.3972,78.4269,84.7477,60.9102,152.4252,-32721000,-43251000,-91058000,-139931008,25,252010,2520,36.887,41.6361,59.0264,65.5177,217306976,242539456,261586768,104908064
MTNB US Equity,MATINAS BIOPHARMA HOLDINGS I,-0.07,-0.04,-0.04,-0.0349,-0.04,-0.03,-0.11,-0.0999,-0.25,-0.04,-0.04,-0.0388,-0.05,-0.04,-0.03,-0.0354, , , , , , , , , , , , , , , , , , ,-175.276, , ,-145.8012,-103.222, , , , , , , , , , , ,-173.8072, ,-166.015,-138.1228, , ,-54.2072,-63.3474,-70.9907,-70.2238,-278.4173, , , ,-35266000,-14474000,-6531000,9439000,45,451030,4510,18.8285,34.3736,46.9599,51.4795,1634959872,1303504512,1975052544,4147236352
MXMG US Equity,MAXIMA GROUP INC/US, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-34.0238,-40.8179,-46.3306,-51.1524, , , , ,83000000,-446000000,64000000,337000000,55,551050,5510,73.8204,70.3729,73.6024,41.1164,913409984,1384268032,2340872960,2415105024
MBCQ US Equity,MB BANCORP INC,-0.1,-0.12,-0.16,-0.1502,0,-0.1,-0.2,-0.7007,-0.02,0.02,0.03, ,-0.01,0.2,0.26,0.8147, , , , , , , , , , , , , , , ,11.1488, , ,-1.7699,-2.0307,-2.1696,-2.162,-2.3168,-4.6192,-3.9344,-3.583,-2.7895, , , , , , , ,-2.8727,-2.9252,-2.3482,-2.2816,-2.4237, , ,-78.7791,-124.457,-126.7271, , , , ,-198146,-323415,-388984,-1757638, , , ,144.6238,233.909,512.9524,1817.0161, ,5700386.5,6152957.5,16830290
MEPW US Equity,ME RENEWABLE POWER CORP, ,0,0,0,0,0,0,-0.0011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-1130.1639, , , , , , , , , , , , , , , , , , , , , , , , , , ,-32177,-4943, , , , , ,109.7941, , , , , , , 
MRT US Equity,MEDEQUITIES REALTY TRUST INC,0.03,0.14,0.12,0.1393,0.09,-0.3,0.12,-0.06,0.14,0.15,0.17,0.18,0.16,0.1,-0.07,-0.0187, , , , , , ,238.2256, , ,36.0571,29.375,17.5313,15.9242,18.0656,26.2703,39.9302, , , , , , , ,4.3107,4.0658,5.6328,5.6157,5.927,6.0863,5.7856,4.5014,3.6705, , , , , , , , , ,-34.8031,-44.6225,-61.1315,5.9351,5.5211,3.4437,1.6245,-35655,-4092, , , , , ,20.0225,28.774, , , , , , 
MDNA CN Equity,MEDICENNA THERAPEUTICS CORP, ,0,-0.42,-0.0806,-0.042, , , ,-0.028,-0.84,-1.82,-0.44,-0.09,-0.07,-0.09, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-409.2219,-570.4117,-816.5938, , , , , , , , , , , , , ,-455.8477,-627.8021,-901.2448, ,16135000,77336000,-128436000,-376585984,10,101020,1010,13.6838,7.1621,25.7338,34.1197, ,1145016064,1980749952,1143852032
MDCL US Equity,MEDICINE MAN TECHNOLOGIES IN,0.002,0.01,0.01,-0.0048,-0.01,-0.01,0.0019,-0.1162,0.01,-0.23,-0.02,-0.0127,0,0.01,0.18, , , , , ,372.1374, , , , , , , , , ,15.8509, , , , ,21.0932,-13.7181,-57.7772,-49.4719,-278.8164,-175.2225,-141.8939,-100.6894,-93.9213,-94.0689,-7.3644,12.6251, , , , ,23.0314,-13.9579,-58.7088,-60.7286, , , , , , ,-8.509,29.8457, ,-43221,-45338,-54737,-70713, , , ,1279.0905,360.1583,54341.418,84622.375, , , , 
MDWD US Equity,MEDIWOUND LTD,-0.3,-0.19,-0.17,-0.36,-0.17,-0.34,-0.26,-0.09,-0.2,-0.2,-0.49,-0.09,-0.17,-0.15,-0.11,0.39, , , , , , , , , , , , , , , , ,-47.2176,-50.8891,-52.8683,-64.4621,-70.3625,-93.3346,-118.1183,-126.1809,-161.6496,-243.5629,-138.765,-158.9631,-314.3574,-3990.7656,-257.5021,-48.6765,-51.9506,-52.6318,-54.0175,-66.5893,-67.4094,-95.8843,-125.6963, ,0.0241,-1.4535,-1.294,-2.5803,-508.2529, , ,-11.3705,-72674.3203,-88734.6328,-354364.3438,-65153.1523,25,252010,2520,16.6056,29.8004,230.4455,288.0367, , , , 
MDLY US Equity,MEDLEY MANAGEMENT INC - A,0.2123,0.14,0.04,0.08,0.0161,-0.03,0,0.1076,0.06,0.1027,0.0309,-0.1384,-0.224,-0.0231,-0.0867,-0.3137,8.1832,12.6902,7.1723,6.793,5.0489,5.8985,8.5356,9.1477,16.3211,10.6545,9.4289,13.4788,5.5479,3.6121,6.0297,59.6222, ,5.5079,3.5118,7.2398,4.905,3.242,3.5825,30.6296,22.0381,65.1264,32.3098,33.068,14.8026,23.4525,5.5195,-3.0122, , , , , , , , , ,3.4115,3.0645,2.8241, , , , ,-23404000,-55311000,-32025000,-29732000,35,352020,3520,10.2357,40.7962,108.1196,80.2822, ,430698592,67542824,21627090
MEDP US Equity,MEDPACE HOLDINGS INC,0,0,0,-0.27,0.1485,0.2025,0.14,0,0.21,0.24,0.25,0.3,0.41,0.46,0.54,0.64, , , , , , ,58.2673,55.5627,42.6017,39.8255,37.8083,39.4137,31.1701,32.0899,37.1554,26.6796, , , ,-0.0194, , , ,2.8909,4.1273,4.6268, ,5.899,6.8624,8.0331,9.6314,11.3327, , , ,-2.1272, , , , , , , , ,7.9901,9.1057,11.1034,13.3887,-110155000,-125256000,-40500000,-8576000,35,351010,3510,18.389,49.5375,57.1938,66.9625,1873289088,683471616,1807456256,3122150144
